Date,Station,Depth,Calculated Chlorophyll,Calculated Oxygen,Calculated SPM,Calculated Extinction Coefficient,Salinity,Temperature,Nitrite,Nitrate + Nitrite,Ammonium,Phosphate,Silicate
3/30/2010,11.0,12.0,4.0,8.5, 43,,17.17,14.70,,,,,
3/30/2010,11.0,13.0,4.0,8.5, 45,,17.17,14.70,,,,,
3/30/2010,11.0,14.0,4.1,8.5, 46,,17.17,14.70,,,,,
3/30/2010,11.0,15.0,4.1,8.5, 46,,17.18,14.70,,,,,
3/30/2010,11.0,16.0,4.0,8.5, 49,,17.21,14.69,,,,,
3/30/2010,10.0,1.0,4.1,8.6, 28,,15.01,14.92,,,,,
3/30/2010,10.0,2.0,4.1,8.6, 27,,14.99,14.91,,,,,
3/30/2010,10.0,3.0,4.1,8.6, 28,,15.00,14.91,,,,,
3/30/2010,10.0,4.0,4.1,8.6, 28,,15.03,14.90,,,,,
3/30/2010,10.0,5.0,4.1,8.6, 28,,15.07,14.90,,,,,
3/30/2010,10.0,6.0,4.1,8.6, 28,,15.14,14.89,,,,,
3/30/2010,10.0,7.0,4.0,8.6, 28,,15.28,14.89,,,,,
3/30/2010,10.0,8.0,4.0,8.6, 29,,15.29,14.88,,,,,
3/30/2010,10.0,9.0,4.0,8.6, 31,,15.36,14.84,,,,,
3/30/2010,10.0,10.0,3.8,8.6, 37,,15.56,14.80,,,,,
3/30/2010,10.0,11.0,3.5,8.5, 46,,15.91,14.74,,,,,
3/30/2010,10.0,12.0,3.5,8.5, 53,,16.14,14.71,,,,,
3/30/2010,10.0,13.0,3.1,8.5, 71,,16.50,14.69,,,,,
3/30/2010,10.0,14.0,2.8,8.5, 90,,16.59,14.68,,,,,
3/30/2010,10.0,15.0,3.1,8.5, 91,,16.68,14.68,,,,,
3/30/2010,10.0,16.0,2.9,8.5, 99,,16.74,14.68,,,,,
3/30/2010,10.0,17.0,3.0,8.5, 98,,16.73,14.68,,,,,
3/30/2010,10.0,18.0,2.9,8.5,101,,16.72,14.68,,,,,
3/30/2010,10.0,19.0,2.9,8.5,102,,16.71,14.68,,,,,
3/30/2010,9.0,1.0,3.8,8.6, 45,,13.66,14.84,,,,,
3/30/2010,9.0,2.0,3.8,8.6, 46,,13.75,14.84,,30.61,6.35,2.38,176.22
3/30/2010,9.0,3.0,3.7,8.6, 44,,13.86,14.83,,,,,
3/30/2010,9.0,4.0,3.6,8.6, 44,,13.90,14.83,,,,,
3/30/2010,9.0,5.0,3.9,8.6, 35,,14.19,14.83,,,,,
3/30/2010,9.0,6.0,3.9,8.6, 33,,14.20,14.84,,,,,
3/30/2010,9.0,7.0,4.0,8.6, 33,,14.22,14.84,,,,,
3/30/2010,9.0,8.0,4.1,8.6, 32,,14.23,14.85,,,,,
3/30/2010,9.0,9.0,4.1,8.6, 32,,14.25,14.85,,,,,
3/30/2010,9.0,10.0,4.2,8.6, 32,,14.32,14.85,,,,,
3/30/2010,9.0,11.0,4.1,8.6, 32,,14.55,14.80,,,,,
3/30/2010,9.0,12.0,4.0,8.6, 33,,14.64,14.78,,,,,
3/30/2010,9.0,13.0,3.9,8.6, 33,,14.71,14.77,,,,,
3/30/2010,9.0,14.0,3.9,8.6, 34,,14.83,14.75,,,,,
3/30/2010,9.0,15.0,3.9,8.5, 37,,14.93,14.76,,,,,
3/30/2010,9.0,16.0,3.8,8.5, 45,,15.18,14.74,,,,,
3/30/2010,9.0,17.0,3.7,8.5, 54,,15.33,14.72,,,,,
3/30/2010,9.0,18.0,3.8,8.5, 58,,15.39,14.71,,,,,
3/30/2010,9.0,19.0,3.7,8.5, 64,,15.47,14.71,,,,,
3/30/2010,9.0,20.0,3.7,8.5, 67,,15.51,14.71,,,,,
3/30/2010,9.0,21.0,3.7,8.5, 68,,15.53,14.70,,,,,
3/30/2010,9.0,22.0,3.6,8.5, 73,,15.56,14.70,,,,,
3/30/2010,9.0,23.0,3.4,8.5, 82,,15.59,14.69,,,,,
3/30/2010,9.0,24.0,3.5,8.5, 82,,15.59,14.69,,,,,
3/30/2010,9.0,25.0,3.5,8.5, 81,,15.59,14.69,,,,,
3/30/2010,9.0,26.0,3.6,8.5, 81,,15.58,14.69,,,,,
3/30/2010,9.0,27.0,3.3,8.5, 89,,15.59,14.69,,,,,
3/30/2010,9.0,28.0,3.3,8.5, 91,,15.58,14.69,,,,,
3/30/2010,8.0,1.0,3.9,8.8, 35,,10.71,14.87,,,,,
3/30/2010,8.0,2.0,3.7,8.7, 39,,11.37,14.82,,,,,
3/30/2010,8.0,3.0,3.5,8.7, 49,,11.88,14.79,,,,,
3/30/2010,8.0,4.0,3.4,8.7, 57,,11.90,14.79,,,,,
3/30/2010,8.0,5.0,3.5,8.6, 58,,11.95,14.79,,,,,
3/30/2010,8.0,6.0,3.5,8.6, 63,,12.11,14.78,,,,,
3/30/2010,8.0,7.0,3.3,8.6, 73,,12.48,14.77,,,,,
3/30/2010,8.0,8.0,3.2,8.6, 83,,12.70,14.76,,,,,
3/30/2010,8.0,9.0,3.0,8.6, 97,,12.77,14.75,,,,,
3/30/2010,8.0,10.0,3.0,8.6,102,,12.82,14.75,,,,,
3/30/2010,8.0,11.0,2.9,8.6,108,,12.87,14.75,,,,,
3/30/2010,8.0,12.0,2.9,8.6,112,,12.90,14.75,,,,,
3/30/2010,8.0,13.0,2.9,8.6,115,,12.90,14.75,,,,,
3/30/2010,8.0,14.0,2.5,8.6,130,,12.89,14.75,,,,,
3/30/2010,8.0,15.0,1.9,8.6,151,,12.86,14.75,,,,,
3/30/2010,8.0,16.0,1.7,8.6,155,,12.86,14.75,,,,,
3/30/2010,7.0,1.0,3.3,8.8, 98,,9.35,14.87,,,,,
3/30/2010,7.0,2.0,3.3,8.8, 98,,9.34,14.87,,,,,
3/30/2010,7.0,3.0,3.4,8.8, 95,,9.34,14.87,,,,,
3/30/2010,7.0,4.0,3.4,8.8, 97,,9.35,14.87,,,,,
3/30/2010,7.0,5.0,3.4,8.8, 98,,9.35,14.87,,,,,
3/30/2010,7.0,6.0,3.5,8.8, 95,,9.34,14.87,,,,,
3/30/2010,7.0,7.0,3.4,8.8, 94,,9.32,14.87,,,,,
3/30/2010,7.0,8.0,3.2,8.8,100,,9.34,14.87,,,,,
3/30/2010,7.0,9.0,2.6,8.8,121,,9.37,14.86,,,,,
3/30/2010,7.0,10.0,2.7,8.8,123,,9.43,14.85,,,,,
3/30/2010,7.0,11.0,2.9,8.8,119,,9.46,14.85,,,,,
3/30/2010,7.0,12.0,2.9,8.8,120,,9.45,14.85,,,,,
3/30/2010,7.0,13.0,2.8,8.8,123,,9.45,14.85,,,,,
3/30/2010,7.0,14.0,2.9,8.8,118,,9.49,14.84,,,,,
3/30/2010,7.0,15.0,2.9,8.8,116,,9.49,14.84,,,,,
3/30/2010,7.0,16.0,3.0,8.8,114,,9.49,14.84,,,,,
3/30/2010,6.0,1.0,4.2,9.2, 72,,5.07,15.00,,,,,
3/30/2010,6.0,2.0,4.1,9.2, 73,,5.11,14.97,,37.60,7.81,2.42,240.47
3/30/2010,6.0,3.0,4.3,9.2, 74,,5.12,14.96,,,,,
3/30/2010,6.0,4.0,4.4,9.2, 73,,5.15,14.95,,,,,
3/30/2010,6.0,5.0,4.5,9.1, 73,,5.19,14.96,,,,,
3/30/2010,6.0,6.0,4.4,9.1, 78,,5.38,14.96,,,,,
3/30/2010,6.0,7.0,4.1,9.1, 93,,5.55,14.94,,,,,
3/30/2010,6.0,8.0,4.1,9.1, 99,,5.59,14.93,,,,,
3/30/2010,6.0,9.0,4.0,9.1,106,,5.61,14.92,,,,,
3/30/2010,6.0,10.0,3.8,9.1,117,,5.65,14.91,,,,,
3/30/2010,6.0,11.0,3.8,9.1,121,,5.66,14.90,,,,,
3/30/2010,6.0,12.0,3.8,9.1,123,,5.66,14.90,,,,,
3/30/2010,5.0,1.0,6.2,9.4, 71,,2.35,15.03,,,,,
3/30/2010,5.0,2.0,5.3,9.3, 95,,2.87,14.95,,,,,
3/30/2010,5.0,3.0,4.7,9.3,108,,2.97,14.95,,,,,
3/30/2010,5.0,4.0,4.5,9.2,114,,3.28,14.94,,,,,
3/30/2010,5.0,5.0,4.0,9.2,128,,3.49,14.94,,,,,
3/30/2010,5.0,6.0,3.9,9.2,131,,3.62,14.94,,,,,
3/30/2010,5.0,7.0,3.8,9.2,134,,3.64,14.94,,,,,
3/30/2010,5.0,8.0,3.8,9.2,135,,3.67,14.94,,,,,
3/30/2010,5.0,9.0,3.7,9.2,137,,3.68,14.94,,,,,
3/30/2010,5.0,10.0,3.7,9.2,136,,3.67,14.94,,,,,
3/30/2010,5.0,11.0,3.8,9.2,136,,3.67,14.94,,,,,
3/30/2010,5.0,12.0,3.7,9.2,138,,3.67,14.94,,,,,
3/30/2010,4.0,1.0,6.5,9.4,106,,1.27,15.04,,,,,
3/30/2010,4.0,2.0,6.3,9.4,113,,1.27,15.03,,,,,
3/30/2010,4.0,3.0,6.2,9.4,119,,1.28,15.03,,,,,
3/30/2010,4.0,4.0,6.6,9.4,107,,1.32,15.02,,,,,
3/30/2010,4.0,5.0,6.7,9.4,102,,1.36,15.02,,,,,
3/30/2010,4.0,6.0,6.5,9.4,100,,1.36,15.02,,,,,
3/30/2010,4.0,7.0,6.5,9.4, 97,,1.37,15.02,,,,,
3/30/2010,4.0,8.0,6.5,9.4, 97,,1.37,15.00,,,,,
3/30/2010,4.0,9.0,6.5,9.4, 98,,1.38,15.00,,,,,
3/30/2010,4.0,10.0,6.6,9.4, 98,,1.39,15.00,,,,,
3/30/2010,4.0,11.0,6.8,9.4, 91,,1.42,14.99,,,,,
3/30/2010,4.0,12.0,6.8,9.4, 87,,1.42,14.99,,,,,
3/30/2010,4.0,13.0,6.7,9.4, 87,,1.43,14.99,,,,,
3/30/2010,4.0,14.0,6.6,9.4, 91,,1.44,14.98,,,,,
3/30/2010,4.0,15.0,6.8,9.4, 88,,1.44,14.98,,,,,
3/30/2010,4.0,16.0,6.7,9.4, 90,,1.44,14.98,,,,,
3/30/2010,4.0,17.0,6.8,9.4, 92,,1.44,14.98,,,,,
3/30/2010,3.0,1.0,6.2,9.4, 99,,0.82,15.06,,,,,
3/30/2010,3.0,2.0,6.0,9.4,102,,0.82,15.06,,36.15,6.11,2.23,303.30
3/30/2010,3.0,3.0,6.3,9.4, 99,,0.82,15.06,,,,,
3/30/2010,3.0,4.0,6.1,9.4,112,,0.83,15.05,,,,,
3/30/2010,3.0,5.0,6.0,9.4,123,,0.84,15.05,,,,,
3/30/2010,3.0,6.0,6.2,9.4,123,,0.84,15.05,,,,,
3/30/2010,3.0,7.0,6.3,9.4,123,,0.83,15.05,,,,,
3/30/2010,3.0,8.0,6.6,9.4,120,,0.83,15.05,,,,,
3/30/2010,3.0,9.0,6.3,9.4,129,,0.83,15.05,,,,,
3/30/2010,3.0,10.0,6.2,9.4,134,,0.83,15.05,,,,,
3/30/2010,3.0,11.0,6.1,9.4,140,,0.82,15.05,,,,,
3/30/2010,3.0,12.0,6.3,9.4,141,,0.82,15.05,,,,,
3/30/2010,3.0,13.0,5.9,9.4,150,,0.82,15.05,,,,,
3/30/2010,2.0,1.0,6.0,9.3, 55,,0.45,15.14,,,,,
3/30/2010,2.0,2.0,6.1,9.4, 53,,0.45,15.14,,,,,
3/30/2010,2.0,3.0,5.9,9.4, 54,,0.45,15.14,,,,,
3/30/2010,2.0,4.0,5.9,9.4, 55,,0.46,15.13,,,,,
3/30/2010,2.0,5.0,5.9,9.4, 57,,0.46,15.12,,,,,
3/30/2010,2.0,6.0,6.0,9.4, 57,,0.46,15.12,,,,,
3/30/2010,2.0,7.0,6.0,9.4, 59,,0.46,15.12,,,,,
3/30/2010,2.0,8.0,5.9,9.4, 60,,0.46,15.12,,,,,
3/30/2010,2.0,9.0,5.9,9.4, 61,,0.46,15.12,,,,,
3/30/2010,649.0,1.0,5.5,9.4, 44,,0.18,15.42,,,,,
3/30/2010,649.0,2.0,5.5,9.4, 44,,0.18,15.41,,33.75,6.14,2.17,317.68
3/30/2010,649.0,3.0,5.3,9.4, 44,,0.18,15.41,,,,,
3/30/2010,649.0,4.0,5.2,9.4, 44,,0.18,15.41,,,,,
3/30/2010,649.0,5.0,5.3,9.4, 45,,0.19,15.39,,,,,
3/30/2010,649.0,6.0,5.6,9.4, 46,,0.21,15.36,,,,,
3/30/2010,649.0,7.0,5.9,9.4, 46,,0.22,15.34,,,,,
3/30/2010,649.0,8.0,6.1,9.4, 46,,0.22,15.34,,,,,
3/30/2010,649.0,9.0,6.1,9.3, 49,,0.23,15.32,,,,,
3/30/2010,649.0,10.0,6.1,9.3, 51,,0.23,15.32,,,,,
3/30/2010,649.0,11.0,5.9,9.3, 55,,0.23,15.31,,,,,
3/30/2010,657.0,1.0,1.8,9.0, 28,,0.13,15.78,,,,,
3/30/2010,657.0,2.0,1.9,9.0, 28,,0.13,15.78,,25.97,17.31,2.28,321.23
3/30/2010,657.0,3.0,1.9,9.0, 28,,0.13,15.78,,,,,
3/30/2010,657.0,4.0,1.8,9.0, 29,,0.13,15.78,,,,,
3/30/2010,657.0,5.0,1.8,9.0, 30,,0.13,15.78,,,,,
3/30/2010,657.0,6.0,1.8,9.0, 30,,0.13,15.78,,,,,
3/30/2010,657.0,7.0,1.8,9.0, 30,,0.13,15.78,,,,,
3/30/2010,657.0,8.0,1.8,9.0, 30,,0.13,15.78,,,,,
3/30/2010,657.0,9.0,1.8,9.0, 30,,0.13,15.78,,,,,
4/7/2010,36.0,1.0,12.1,8.5, 14,,20.06,13.43,,,,,
4/7/2010,36.0,2.0,12.1,8.5, 15,,20.13,13.50,,37.43,2.54,6.24,79.95
4/7/2010,36.0,3.0,11.5,8.5, 16,,20.24,13.56,,,,,
4/7/2010,36.0,4.0,11.1,8.5, 16,,20.34,13.63,,,,,
4/7/2010,36.0,5.0,11.0,8.4, 15,,20.40,13.68,,,,,
4/7/2010,36.0,6.0,11.0,8.3, 15,,20.40,13.70,,,,,
4/7/2010,35.0,1.0,13.5,8.6, 13,,20.50,13.79,,,,,
4/7/2010,35.0,2.0,13.5,8.5, 13,,20.56,13.75,,,,,
4/7/2010,35.0,3.0,12.1,8.5, 13,,20.60,13.79,,,,,
4/7/2010,35.0,4.0,11.1,8.5, 14,,20.73,13.84,,,,,
4/7/2010,35.0,5.0,10.7,8.5, 14,,20.95,13.94,,,,,
4/7/2010,35.0,6.0,10.6,8.4, 14,,21.01,13.99,,,,,
4/7/2010,35.0,7.0,10.7,8.4, 14,,21.04,14.02,,,,,
4/7/2010,35.0,8.0,10.7,8.4, 15,,21.05,14.02,,,,,
4/7/2010,34.0,1.0,16.6,8.7, 17,,19.84,14.49,,,,,
4/7/2010,34.0,2.0,16.6,8.5, 14,,21.10,14.43,,,,,
4/7/2010,34.0,3.0,12.8,8.4, 12,,21.82,14.11,,,,,
4/7/2010,34.0,4.0,10.0,8.3, 13,,21.94,14.04,,,,,
4/7/2010,34.0,5.0,8.9,8.3, 14,,21.98,14.02,,,,,
4/7/2010,34.0,6.0,8.9,8.2, 15,,22.02,14.02,,,,,
4/7/2010,33.0,1.0,14.4,8.8, 11,,21.02,13.97,,,,,
4/7/2010,33.0,2.0,14.4,8.7, 11,,21.27,13.98,,,,,
4/7/2010,33.0,3.0,12.2,8.5, 11,,21.74,14.00,,,,,
4/7/2010,33.0,4.0,10.0,8.4, 11,,22.04,13.99,,,,,
4/7/2010,33.0,5.0,8.6,8.3, 10,,22.29,14.01,,,,,
4/7/2010,33.0,6.0,7.9,8.2, 11,,22.52,14.03,,,,,
4/7/2010,33.0,7.0,7.5,8.2, 12,,22.55,14.03,,,,,
4/7/2010,33.0,8.0,7.2,8.2, 12,,22.62,14.02,,,,,
4/7/2010,33.0,9.0,7.0,8.1, 13,,22.71,14.01,,,,,
4/7/2010,33.0,10.0,6.8,8.1, 13,,22.75,14.01,,,,,
4/7/2010,33.0,11.0,6.8,8.1, 13,,22.82,13.99,,,,,
4/7/2010,32.0,1.0,12.8,8.6, 12,,21.68,14.12,,,,,
4/7/2010,32.0,2.0,12.8,8.5, 11,,21.88,13.95,,24.74,1.68,4.91,72.90
4/7/2010,32.0,3.0,10.0,8.3, 10,,22.30,13.98,,,,,
4/7/2010,32.0,4.0,7.8,8.2, 10,,22.83,13.95,,,,,
4/7/2010,32.0,5.0,6.6,8.1, 10,,22.94,13.95,,,,,
4/7/2010,32.0,6.0,6.2,8.1, 11,,23.07,13.97,,,,,
4/7/2010,32.0,7.0,6.1,8.1, 12,,23.10,13.99,,,,,
4/7/2010,32.0,8.0,6.0,8.0, 13,,23.16,13.99,,,,,
4/7/2010,32.0,9.0,6.0,8.0, 14,,23.19,13.99,,,,,
4/7/2010,32.0,10.0,5.9,8.0, 15,,23.22,13.99,,,,,
4/7/2010,32.0,11.0,5.9,8.0, 18,,23.23,13.99,,,,,
4/7/2010,31.0,1.0,9.9,8.5,  9,,22.54,13.95,,,,,
4/7/2010,31.0,2.0,9.9,8.4,  9,,22.74,13.93,,,,,
4/7/2010,31.0,3.0,8.4,8.3,  9,,23.11,14.00,,,,,
4/7/2010,31.0,4.0,7.0,8.2, 10,,23.37,14.03,,,,,
4/7/2010,31.0,5.0,6.3,8.2, 10,,23.50,14.06,,,,,
4/7/2010,31.0,6.0,6.1,8.2, 11,,23.54,14.07,,,,,
4/7/2010,31.0,7.0,6.0,8.2, 12,,23.57,14.07,,,,,
4/7/2010,31.0,8.0,6.1,8.2, 13,,23.58,14.07,,,,,
4/7/2010,31.0,9.0,6.1,8.2, 13,,23.60,14.08,,,,,
4/7/2010,31.0,10.0,6.0,8.2, 13,,23.61,14.08,,,,,
4/7/2010,31.0,11.0,6.0,8.2, 14,,23.62,14.08,,,,,
4/7/2010,31.0,12.0,6.0,8.2, 15,,23.62,14.08,,,,,
4/7/2010,30.0,1.0,8.8,8.7,  8,,23.38,13.86,,,,,
4/7/2010,30.0,2.0,8.8,8.5,  8,,23.50,13.98,,22.17,4.05,4.15,72.21
4/7/2010,30.0,3.0,8.1,8.4,  8,,23.66,14.04,,,,,
4/7/2010,30.0,4.0,7.1,8.4,  9,,23.75,13.99,,,,,
4/7/2010,30.0,5.0,6.3,8.4,  9,,23.83,14.01,,,,,
4/7/2010,30.0,6.0,5.9,8.3,  9,,23.90,14.05,,,,,
4/7/2010,30.0,7.0,5.7,8.3,  9,,24.06,14.09,,,,,
4/7/2010,30.0,8.0,5.5,8.3,  9,,24.12,14.10,,,,,
4/7/2010,30.0,9.0,5.4,8.3,  9,,24.14,14.12,,,,,
4/7/2010,30.0,10.0,5.4,8.3, 10,,24.16,14.13,,,,,
4/7/2010,30.0,11.0,5.3,8.3, 11,,24.19,14.13,,,,,
4/7/2010,30.0,12.0,5.3,8.3, 12,,24.20,14.13,,,,,
4/7/2010,29.5,1.0,5.2,8.3,  9,,23.75,14.23,,,,,
4/7/2010,29.5,2.0,5.2,8.4,  9,,23.81,14.15,,,,,
4/7/2010,29.5,3.0,5.9,8.5,  8,,23.91,14.06,,,,,
4/7/2010,29.5,4.0,6.8,8.5,  8,,23.99,14.07,,,,,
4/7/2010,29.5,5.0,6.8,8.5,  8,,24.08,14.10,,,,,
4/7/2010,29.5,6.0,6.7,8.5,  7,,24.15,14.15,,,,,
4/7/2010,29.5,7.0,6.3,8.5,  7,,24.19,14.20,,,,,
4/7/2010,29.5,8.0,5.9,8.5,  8,,24.24,14.22,,,,,
4/7/2010,29.5,9.0,5.6,8.4,  8,,24.34,14.20,,,,,
4/7/2010,29.5,10.0,5.2,8.3,  8,,24.56,14.16,,,,,
4/7/2010,29.5,11.0,4.8,8.3,  8,,24.69,14.11,,,,,
4/7/2010,29.5,12.0,4.5,8.2,  9,,24.72,14.10,,,,,
4/7/2010,29.5,13.0,4.4,8.2,  9,,24.79,14.12,,,,,
4/7/2010,29.5,14.0,4.4,8.2,  9,,24.84,14.13,,,,,
4/7/2010,29.0,1.0,5.1,8.6,  7,,24.28,14.40,,,,,
4/7/2010,29.0,2.0,5.1,8.6,  7,,24.30,14.26,,,,,
4/7/2010,29.0,3.0,6.1,8.7,  7,,24.32,14.23,,,,,
4/7/2010,29.0,4.0,6.5,8.7,  7,,24.35,14.24,,,,,
4/7/2010,29.0,5.0,6.5,8.6,  7,,24.43,14.23,,,,,
4/7/2010,29.0,6.0,6.1,8.5,  7,,24.52,14.21,,,,,
4/7/2010,29.0,7.0,5.5,8.3,  7,,24.84,14.09,,,,,
4/7/2010,29.0,8.0,5.0,8.2,  8,,25.03,14.01,,,,,
4/7/2010,29.0,9.0,4.5,8.1,  8,,25.05,14.00,,,,,
4/7/2010,29.0,10.0,4.4,8.1,  8,,25.09,13.99,,,,,
4/7/2010,29.0,11.0,4.4,8.1,  7,,25.17,14.00,,,,,
4/7/2010,29.0,12.0,4.3,8.1,  7,,25.18,14.01,,,,,
4/7/2010,29.0,13.0,4.2,8.1,  7,,25.23,13.99,,,,,
4/7/2010,29.0,14.0,4.1,8.1,  8,,25.27,13.97,,,,,
4/7/2010,29.0,15.0,4.1,8.1,  8,,25.31,13.95,,,,,
4/7/2010,28.0,1.0,5.9,9.0,  6,,24.61,14.37,,,,,
4/7/2010,28.0,2.0,5.9,8.8,  6,,24.61,14.25,,,,,
4/7/2010,28.0,3.0,6.3,8.6,  7,,24.99,14.14,,,,,
4/7/2010,28.0,4.0,6.1,8.4,  8,,25.19,14.06,,,,,
4/7/2010,28.0,5.0,5.4,8.3,  8,,25.30,14.02,,,,,
4/7/2010,28.0,6.0,5.0,8.3,  9,,25.38,14.00,,,,,
4/7/2010,28.0,7.0,4.8,8.3,  8,,25.54,13.96,,,,,
4/7/2010,28.0,8.0,4.5,8.2,  7,,25.62,13.93,,,,,
4/7/2010,28.0,9.0,4.3,8.2,  7,,25.65,13.92,,,,,
4/7/2010,28.0,10.0,4.1,8.2,  6,,25.68,13.90,,,,,
4/7/2010,28.0,11.0,3.9,8.2,  6,,25.75,13.88,,,,,
4/7/2010,28.0,12.0,3.7,8.2,  6,,25.79,13.86,,,,,
4/7/2010,28.0,13.0,3.6,8.2,  6,,25.80,13.86,,,,,
4/7/2010,28.0,14.0,3.6,8.2,  6,,25.81,13.86,,,,,
4/7/2010,27.0,1.0,7.2,8.9,  5,,24.92,14.13,,,,,
4/7/2010,27.0,2.0,7.2,8.8,  5,,24.97,14.21,,20.96,4.11,3.04,63.88
4/7/2010,27.0,3.0,7.6,8.8,  5,,24.97,14.12,,,,,
4/7/2010,27.0,4.0,7.3,8.7,  5,,25.03,14.10,,,,,
4/7/2010,27.0,5.0,6.6,8.6,  5,,25.11,14.09,,,,,
4/7/2010,27.0,6.0,5.8,8.5,  5,,25.54,14.02,,,,,
4/7/2010,27.0,7.0,5.1,8.3,  5,,25.66,13.96,,,,,
4/7/2010,27.0,8.0,4.6,8.3,  6,,25.73,13.90,,,,,
4/7/2010,27.0,9.0,4.2,8.3,  6,,26.04,13.77,,,,,
4/7/2010,27.0,10.0,4.0,8.3,  6,,26.33,13.63,,,,,
4/7/2010,27.0,11.0,3.8,8.3,  6,,26.39,13.60,,,,,
4/7/2010,26.0,1.0,5.1,9.0,  5,,25.03,14.32,,,,,
4/7/2010,26.0,2.0,5.1,8.9,  5,,25.24,14.17,,,,,
4/7/2010,26.0,3.0,6.0,8.7,  5,,25.57,13.99,,,,,
4/7/2010,26.0,4.0,6.4,8.5,  5,,25.80,13.95,,,,,
4/7/2010,26.0,5.0,5.9,8.4,  5,,26.08,13.82,,,,,
4/7/2010,26.0,6.0,5.1,8.4,  5,,26.36,13.66,,,,,
4/7/2010,26.0,7.0,4.4,8.4,  5,,26.47,13.58,,,,,
4/7/2010,26.0,8.0,4.1,8.3,  6,,26.54,13.52,,,,,
4/7/2010,26.0,9.0,3.9,8.3,  6,,26.57,13.51,,,,,
4/7/2010,26.0,10.0,3.7,8.3,  6,,26.59,13.50,,,,,
4/7/2010,25.0,1.0,7.2,8.9,  5,,25.08,14.43,,,,,
4/7/2010,25.0,2.0,7.2,8.8,  6,,25.39,14.24,,,,,
4/7/2010,25.0,3.0,7.2,8.5,  6,,25.97,13.98,,,,,
4/7/2010,25.0,4.0,6.4,8.4,  6,,26.51,13.59,,,,,
4/7/2010,25.0,5.0,5.2,8.3,  7,,26.67,13.48,,,,,
4/7/2010,25.0,6.0,4.4,8.3,  7,,26.70,13.45,,,,,
4/7/2010,25.0,7.0,4.1,8.3,  8,,26.72,13.43,,,,,
4/7/2010,25.0,8.0,4.1,8.3,  8,,26.72,13.44,,,,,
4/7/2010,24.0,1.0,4.2,8.6,  6,,26.04,13.95,,,,,
4/7/2010,24.0,2.0,4.2,8.5,  6,,26.30,13.66,,21.75,5.31,2.77,64.98
4/7/2010,24.0,3.0,4.7,8.5,  6,,26.44,13.56,,,,,
4/7/2010,24.0,4.0,5.0,8.4,  6,,26.52,13.52,,,,,
4/7/2010,24.0,5.0,4.9,8.4,  6,,26.55,13.51,,,,,
4/7/2010,24.0,6.0,4.7,8.3,  7,,26.59,13.51,,,,,
4/7/2010,24.0,7.0,4.5,8.3,  8,,26.60,13.50,,,,,
4/7/2010,24.0,8.0,4.4,8.3,  8,,26.60,13.50,,,,,
4/7/2010,24.0,9.0,4.4,8.3,  8,,26.60,13.50,,,,,
4/7/2010,23.0,1.0,4.4,8.4,  7,,26.22,13.48,,,,,
4/7/2010,23.0,2.0,4.4,8.4,  8,,26.32,13.39,,,,,
4/7/2010,23.0,3.0,4.7,8.4,  8,,26.42,13.32,,,,,
4/7/2010,23.0,4.0,4.8,8.3,  8,,26.44,13.30,,,,,
4/7/2010,23.0,5.0,4.7,8.3,  8,,26.46,13.30,,,,,
4/7/2010,23.0,6.0,4.6,8.3,  8,,26.47,13.29,,,,,
4/7/2010,23.0,7.0,4.6,8.3,  9,,26.51,13.28,,,,,
4/7/2010,23.0,8.0,4.6,8.3,  9,,26.49,13.29,,,,,
4/7/2010,23.0,9.0,4.5,8.2,  9,,26.51,13.28,,,,,
4/7/2010,23.0,10.0,4.5,8.2,  9,,26.52,13.28,,,,,
4/7/2010,23.0,11.0,4.4,8.2, 10,,26.54,13.27,,,,,
4/7/2010,23.0,12.0,4.4,8.2, 11,,26.55,13.27,,,,,
4/7/2010,23.0,13.0,4.4,8.2, 12,,26.54,13.27,,,,,
4/7/2010,23.0,14.0,4.4,8.2, 11,,26.54,13.27,,,,,
4/7/2010,23.0,15.0,4.4,8.2, 11,,26.54,13.27,,,,,
4/7/2010,22.0,1.0,4.2,8.6,  5,,26.44,13.39,,,,,
4/7/2010,22.0,2.0,4.2,8.5,  5,,26.47,13.37,,,,,
4/7/2010,22.0,3.0,4.8,8.5,  6,,26.49,13.24,,,,,
4/7/2010,22.0,4.0,5.3,8.4,  6,,26.53,13.20,,,,,
4/7/2010,22.0,5.0,5.4,8.3,  6,,26.61,13.17,,,,,
4/7/2010,22.0,6.0,5.2,8.3,  6,,26.67,13.16,,,,,
4/7/2010,22.0,7.0,4.9,8.2,  6,,26.71,13.16,,,,,
4/7/2010,22.0,8.0,4.6,8.2,  6,,26.82,13.13,,,,,
4/7/2010,22.0,9.0,4.3,8.1,  7,,26.92,13.11,,,,,
4/7/2010,22.0,10.0,4.2,8.1,  7,,26.96,13.10,,,,,
4/7/2010,22.0,11.0,4.1,8.1,  8,,27.00,13.09,,,,,
4/7/2010,22.0,12.0,4.2,8.1,  8,,27.08,13.07,,,,,
4/7/2010,22.0,13.0,4.2,8.0,  9,,27.31,13.02,,,,,
4/7/2010,22.0,14.0,4.2,8.1, 10,,27.54,12.97,,,,,
4/7/2010,22.0,15.0,4.2,8.1, 10,,27.91,12.89,,,,,
4/7/2010,22.0,16.0,4.2,8.1, 11,,28.21,12.82,,,,,
